-27.57430875,-28.0380675,-27.93860625,-27.84347625,-27.8059125,-27.65487,-27.53272875,-27.4779975,-27.31805625,-27.1995375,-27.09881625,-26.98620375,-26.856345,-26.08010625
-27.6326625,-28.0900425,-27.99231375,-27.89828625,-27.85308375,-27.70865625,-27.58738125,-27.5287125,-27.36845625,-27.253875,-27.14543625,-27.0444,-26.904855,-26.13712125
-27.6884175,-28.14193875,-28.04806875,-27.953175,-27.910965,-27.75795375,-27.642585,-27.5873025,-27.4190925,-27.30939375,-27.19457625,-27.0905475,-26.9541525,-26.19460875
-27.75228375,-28.20068625,-28.1029575,-28.0083,-27.99507,-27.81559875,-27.69778875,-27.6493575,-27.4789425,-27.36514875,-27.2534025,-27.142995,-27.0108525,-26.280525
-27.827805,-28.26345,-28.1873775,-28.085475,-28.0661025,-27.88237875,-27.7791375,-27.71976,-27.5321775,-27.446025,-27.3153,-27.20544375,-27.0877125,-26.37100875
-27.90190875,-28.33881375,-28.28400375,-28.1892675,-28.191,-27.94774125,-27.8714325,-27.8613525,-27.60974625,-27.53446125,-27.419565,-27.29474625,-27.18874875,-26.46102
-28.0557075,-28.479225,-28.37811,-28.29455625,-28.32463875,-28.0894125,-27.9640425,-28.0037325,-27.7322025,-27.6279375,-27.52383,-27.3891675,-27.289785,-26.6423025
-28.21738125,-28.61900625,-28.53332625,-28.42118625,-28.55577,-28.233525,-28.1246925,-28.2317925,-27.8698575,-27.791265,-27.65179875,-27.5576925,-27.41161125,-26.91391125
-28.459695,-28.85824875,-28.80123375,-28.70232375,-28.85313,-28.47016875,-28.389765,-28.528365,-28.13422125,-28.07445,-27.88458375,-27.80859,-27.65172,-27.18607125
-28.79682375,-29.16057,-29.07307875,-28.97794875,-29.16474375,-28.76327625,-28.65428625,-28.82060625,-28.4207925,-28.31156625,-28.1880075,-28.05744,-27.93104625,-27.45901875
-29.133165,-29.4552525,-29.342955,-29.25381,-29.3027925,-29.05543875,-28.9191225,-28.9572375,-28.6932675,-28.5732525,-28.48024875,-28.34724,-28.2225,-27.60990375
-29.28531,-29.5954275,-29.48824875,-29.395875,-29.44084125,-29.19419625,-29.0627625,-29.09379,-28.83304875,-28.71476625,-28.61396625,-28.4869425,-28.3571625,-27.76078875
-29.43753375,-29.7356025,-29.6335425,-29.53794,-29.57889,-29.33295375,-29.20632375,-29.2303425,-28.97275125,-28.85620125,-28.7477625,-28.62672375,-28.491825,-27.9117525
-29.58967875,-29.87569875,-29.77883625,-29.680005,-29.831835,-29.47179,-29.349885,-29.480295,-29.1125325,-28.99763625,-28.88148,-28.76642625,-28.6264875,-28.17501375
-29.86995,-30.1309275,-30.03319875,-29.93255625,-30.08478,-29.72371125,-29.60101875,-29.73016875,-29.3623275,-29.24625,-29.12788875,-29.013465,-28.87210875,-28.438275
-30.1501425,-30.38615625,-30.28764,-30.18502875,-30.33780375,-29.97571125,-29.8521525,-29.98012125,-29.61220125,-29.494785,-29.3742975,-29.26050375,-29.11780875,-28.70153625
-30.43041375,-30.641385,-30.41482125,-30.43758,-30.52475625,-30.2276325,-30.10328625,-30.16975125,-29.862075,-29.74332,-29.62070625,-29.5075425,-29.36343,-28.89837188
-30.6333525,-30.83077875,-30.5420025,-30.66571875,-30.71170875,-30.4149,-30.292365,-30.35953875,-30.0449325,-29.92924875,-29.80821,-29.69110875,-29.55124875,-29.0952075
-30.8491275,-31.0198575,-30.732735,-30.83471625,-30.915435,-30.60208875,-30.48144375,-30.57007688,-30.22534875,-30.1117125,-29.99602875,-29.8710525,-29.7384375,-29.303895
-31.06002,-31.2233475,-30.92338875,-31.02285,-31.14798375,-30.80290125,-30.67257,-30.780615,-30.4257675,-30.31087125,-30.1838475,-30.08926875,-29.9220825,-29.55219375
-31.32958125,-31.4586525,-31.35856125,-31.249335,-31.38045375,-31.0365525,-30.91047375,-31.01080125,-30.659025,-30.54334125,-30.4147425,-30.2959875,-30.15557625,-29.80002
-31.5937875,-31.6938,-31.59741,-31.49227875,-31.62946125,-31.270125,-31.14751125,-31.25996625,-30.88747875,-30.77085,-30.65406375,-30.52617375,-30.38887313,-30.05603625
-31.8609075,-31.93942125,-31.83988125,-31.7393175,-31.88406,-31.51606125,-31.38659625,-31.5174,-31.1256975,-31.01214,-30.893385,-30.76707,-30.62217,-30.3252825
-32.11393125,-32.1932325,-32.09471625,-31.98777375,-32.13802875,-31.77026625,-31.64080125,-31.7694,-31.37116125,-31.2642975,-31.13680125,-31.0195425,-30.8711775,-30.591615
-32.41003125,-32.44657125,-32.3494725,-32.24560125,-32.38467375,-32.02431375,-31.8949275,-32.02037625,-31.68127875,-31.51488,-31.3874625,-31.26295875,-31.120185,-30.8510175
-32.6603775,-32.6780175,-32.59399125,-32.49728625,-32.63116125,-32.26891125,-32.14543125,-32.2545,-31.87075125,-31.75924125,-31.63812375,-31.519605,-31.36375875,-31.11042
-32.91466125,-32.90615625,-32.8156725,-32.7312525,-32.8500075,-32.51067375,-32.37758625,-32.47696875,-32.12889375,-32.00061,-31.87264125,-31.7478225,-31.60056,-31.36305
-33.25171125,-33.14665875,-33.03735375,-32.9467125,-33.04011,-32.75227875,-32.609505,-32.7003825,-32.357505,-32.24134875,-32.09826,-31.97226,-31.83751875,-31.578195
-33.61396125,-33.47725125,-33.27447,-33.15390375,-33.23013375,-32.9297025,-32.82283875,-32.86245,-32.5413075,-32.42845875,-32.32230375,-32.2007925,-32.0277,-31.7642025
-33.97006875,-33.7672875,-33.53773125,-33.36164625,-33.40826625,-33.10570875,-32.9797875,-32.99860875,-32.690145,-32.61045,-32.480985,-32.35805625,-32.20217063,-31.94824125
-34.16017125,-33.954555,-33.80107125,-33.5653725,-33.58128,-33.2752575,-33.136815,-33.13453125,-32.89339875,-32.7885825,-32.63667375,-32.50342875,-32.37664125,-32.059515
-34.30270875,-34.08819375,-33.96187875,-33.7676025,-33.73192875,-33.39834375,-33.2667525,-33.21525,-32.99538,-32.8689075,-32.77133625,-32.64895875,-32.46610125,-32.13298875
-34.43863125,-34.21387875,-34.01747625,-33.88627875,-33.727755,-33.52150875,-33.35133,-33.26124,-33.09744,-32.94726375,-32.82528,-32.71526625,-32.55564,-32.206305
-34.4946225,-34.221045,-34.07260125,-33.88344375,-33.72373875,-33.60010125,-33.43567125,-33.3073875,-33.1026375,-32.96069063,-32.8789875,-32.75031,-32.57835938,-32.1935475
-34.47517125,-34.20395625,-34.04118,-33.88076625,-33.6557775,-33.5464725,-33.4239375,-33.2040675,-33.0941325,-32.9741175,-32.8843425,-32.78519625,-32.60107875,-32.16858375
-34.45516875,-34.139145,-33.93730875,-33.827295,-33.48890625,-33.49378875,-33.33109125,-33.07924875,-33.0859425,-32.93671125,-32.8068525,-32.726685,-32.6024175,-32.12401125
-34.39878375,-33.986685,-33.8328075,-33.6658575,-33.33061875,-33.38999625,-33.19709813,-32.943405,-33.02160375,-32.87166375,-32.7281025,-32.61257625,-32.47456688,-31.94202
-34.29593625,-33.80311875,-33.65727375,-33.49977375,-33.13972875,-33.1949325,-33.063105,-32.7274725,-32.82402,-32.69361,-32.60029125,-32.50468875,-32.34671625,-31.762785
-34.19623875,-33.6173475,-33.4393725,-33.29470875,-32.95151625,-33.00105,-32.8556775,-32.51721,-32.60170875,-32.51571375,-32.41696125,-32.3444325,-32.20402125,-31.57953375
-33.9673125,-33.40291125,-33.21973875,-33.06027,-32.6997525,-32.78330625,-32.64832875,-32.28922875,-32.42152875,-32.32813125,-32.2326075,-32.15960625,-32.01132,-31.36431
-33.59506125,-33.1813875,-32.98049625,-32.81626313,-32.4093225,-32.555325,-32.410425,-32.058255,-32.19591,-32.1091275,-32.0325825,-31.97312625,-31.81609875,-31.15326
-33.25557,-33.02751,-32.73369375,-32.57225625,-32.1702375,-32.24292375,-32.16984375,-31.83027375,-31.9730475,-31.89091125,-31.8268875,-31.779165,-31.63213875,-30.94291875
-32.913795,-32.78913375,-32.61041063,-32.32687125,-31.94430375,-32.05660125,-31.92713625,-31.59449625,-31.75719375,-31.67529375,-31.62001125,-31.5909525,-31.43109,-30.74541375
-32.64195,-32.4307425,-32.4871275,-32.09140875,-31.71104625,-31.80743625,-31.6977375,-31.37667375,-31.54134,-31.47085875,-31.4243175,-31.41352875,-31.26910125,-30.55153125
-32.38554,-32.06676,-32.3037975,-31.85594625,-31.47834,-31.57788,-31.4740875,-31.17759375,-31.343835,-31.26878625,-31.2402,-31.23413625,-31.0822275,-30.37245375
-32.06746875,-31.5578775,-32.12999625,-31.63150875,-31.29556125,-31.3676175,-31.25091,-30.99828,-31.12120875,-31.07049375,-31.05679125,-31.082385,-30.93677625,-30.22093875
-31.840275,-31.1323125,-31.58583375,-31.4517225,-31.1118375,-31.16593875,-31.06876125,-30.81243,-30.941265,-30.91519875,-30.8685,-30.921105,-30.80928,-30.0729675
-31.64678625,-30.8929125,-31.215,-31.31272875,-30.92842875,-30.9823725,-30.88763625,-30.66619125,-30.78219,-30.75927375,-30.7562025,-30.79731,-30.6746175,-29.95145625
-31.51417125,-30.6821775,-30.85172625,-31.17444375,-30.8103825,-30.819675,-30.72171,-30.52570125,-30.63953438,-30.63059625,-30.63091125,-30.68808375,-30.56523375,-29.8445925
-31.36060875,-30.49420125,-30.57720375,-30.90354375,-30.69714,-30.65721375,-30.5772825,-30.39348,-30.49687875,-30.50191875,-30.50727375,-30.59067,-30.45585,-29.7437925
-31.21744125,-30.248265,-30.3996225,-30.60870375,-30.585,-30.53830125,-30.453645,-30.3016575,-30.38757375,-30.40741875,-30.42687,-30.51908625,-30.3948975,-29.68473
-31.000485,-30.08123625,-30.2644875,-30.33229125,-30.430335,-30.4212,-30.35402625,-30.2115675,-30.28386,-30.3076425,-30.35701875,-30.4563225,-30.33244875,-29.62747875
-30.8922825,-29.93547,-30.1255725,-30.2225925,-30.25858125,-30.3180375,-30.25842375,-30.14726813,-30.20676375,-30.2351925,-30.30016125,-30.40836375,-30.291105,-29.5907025
-30.812745,-29.82230625,-29.99658,-30.1107675,-30.08793,-30.2540925,-30.17424,-30.08296875,-30.14266125,-30.1854225,-30.25621875,-30.38836125,-30.24976125,-29.57471625
-30.744075,-29.69914125,-29.88782625,-30.03213563,-29.94366,-30.190305,-30.11462625,-30.05194125,-30.08627625,-30.15667875,-30.23157,-30.3712725,-30.231885,-29.5604625
-30.68666625,-29.6297625,-29.80191,-29.95350375,-29.94310875,-30.12990375,-30.05603625,-30.02642625,-30.06399,-30.13273875,-30.22282875,-30.36457875,-30.2342475,-29.58920625
-30.63642375,-29.59727813,-29.7482025,-29.901135,-29.94247875,-30.0732825,-30.03477375,-30.0030375,-30.05603625,-30.11462625,-30.229365,-30.4030875,-30.2682675,-29.62527375
-30.62406,-29.56479375,-29.7280425,-29.850735,-29.94169125,-30.01666125,-30.0175275,-30.01524375,-30.05209875,-30.1406925,-30.253935,-30.44584875,-30.3026025,-29.66716875
-30.617445,-29.57014875,-29.72323875,-29.8597125,-29.96634,-30.00138375,-30.01382625,-30.02745,-30.05871375,-30.16644375,-30.29480625,-30.49183875,-30.3583575,-29.75336063
-30.6327225,-29.57385,-29.73883125,-29.8691625,-30.02626875,-30.024615,-30.04446,-30.04249125,-30.10344375,-30.222435,-30.3451275,-30.57106125,-30.43403625,-29.8395525
-30.65374875,-29.57676375,-29.77600125,-29.8779825,-30.09887625,-30.07694438,-30.07603875,-30.06973875,-30.15400125,-30.27842625,-30.43482375,-30.67138875,-30.5089275,-29.927595
-30.732735,-29.67402,-29.83427625,-29.95996125,-30.199125,-30.12927375,-30.13226625,-30.2326725,-30.2027475,-30.35316,-30.52459875,-30.7757325,-30.631935,-30.05052375
-30.80809875,-29.79222375,-29.9365725,-30.07367625,-30.30528,-30.25212375,-30.26535375,-30.4008825,-30.27252,-30.44175375,-30.6204375,-30.88425,-30.744705,-30.19503
